Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"WM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:0 Var:4,44.88235294117647,,999,0,4
"CTM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:0 Var:4,761.0,,999,0,4
"WM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:1.5,10)",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:1.5,15)",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:1.5,20)",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:1.5,25)",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:1.5,30)",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2,10)",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2,15)",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2,20)",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2,25)",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2,30)",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2.5,10)",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2.5,15)",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2.5,20)",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2.5,25)",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:2.5759,a:2.5,30)",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"TM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"WM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"CTM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:0 Var:4,900.0,,999,0,4
"SWM (z:1.6449,a:0.5,10)",z:1.6449 alpha:0.5,MG:0 Var:9,2.7078313253012047,,999,0,9
"TM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,3.0972222222222223,,999,0,9
"WM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,3.1743772241992882,,999,0,9
"CTM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,4.372549019607843,,999,0,9
"SWM (z:1.6449,a:0.5,15)",z:1.6449 alpha:0.5,MG:0 Var:9,3.2274368231046933,,999,0,9
"TM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,4.49238578680203,,999,0,9
"WM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,4.561855670103093,,999,0,9
"CTM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,6.507352941176471,,999,0,9
"SWM (z:1.6449,a:0.5,20)",z:1.6449 alpha:0.5,MG:0 Var:9,4.491978609625669,,999,0,9
"TM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:0 Var:9,6.350364963503649,,999,0,9
"WM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:0 Var:9,6.444444444444445,,999,0,9
"CTM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:0 Var:9,12.112676056338028,,999,0,9
"SWM (z:1.6449,a:0.5,25)",z:1.6449 alpha:0.5,MG:0 Var:9,5.964539007092198,,999,0,9
"TM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,3.0972222222222223,,999,0,9
"WM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,3.1743772241992882,,999,0,9
"CTM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,4.6217616580310885,,999,0,9
"SWM (z:1.6449,a:0.5,30)",z:1.6449 alpha:0.5,MG:0 Var:9,9.333333333333334,,999,0,9
"TM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,4.214285714285714,,999,0,9
"WM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,4.214285714285714,,999,0,9
"CTM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,7.190082644628099,,999,0,9
"WM (z:1.6449,a:0.5,(0.15, 20))",z:1.6449 alpha:0.5,MG:0 Var:9,6.280575539568345,,999,0,9
"CTM (z:1.6449,a:0.5,(0.15, 20))",z:1.6449 alpha:0.5,MG:0 Var:9,13.870967741935484,,999,0,9
"WM (z:1.6449,a:0.5,(0.2, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,2.831746031746032,,999,0,9
"CTM (z:1.6449,a:0.5,(0.2, 10))",z:1.6449 alpha:0.5,MG:0 Var:9,5.144508670520231,,999,0,9
"WM (z:1.6449,a:0.5,(0.2, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,4.059633027522936,,999,0,9
"CTM (z:1.6449,a:0.5,(0.2, 15))",z:1.6449 alpha:0.5,MG:0 Var:9,8.7,,999,0,9
"WM (z:1.6449,a:0.5,(0.2, 20))",z:1.6449 alpha:0.5,MG:0 Var:9,6.474074074074074,,999,0,9
"CTM (z:1.6449,a:0.5,(0.2, 20))",z:1.6449 alpha:0.5,MG:0 Var:9,16.823529411764707,,999,0,9
"SWM (z:1.6449,a:0.75,10)",z:1.6449 alpha:0.75,MG:0 Var:9,7.260162601626016,,999,0,9
"TM (z:1.6449,a:0.75,(0.1, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,11.1125,,999,0,9
"WM (z:1.6449,a:0.75,(0.1, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,10.458823529411765,,999,0,9
"CTM (z:1.6449,a:0.75,(0.1, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,23.027027027027028,,999,0,9
"SWM (z:1.6449,a:0.75,15)",z:1.6449 alpha:0.75,MG:0 Var:9,14.533333333333333,,999,0,9
"TM (z:1.6449,a:0.75,(0.1, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,25.939393939393938,,999,0,9
"WM (z:1.6449,a:0.75,(0.1, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,24.457142857142856,,999,0,9
"CTM (z:1.6449,a:0.75,(0.1, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,142.5,,999,0,9
"SWM (z:1.6449,a:0.75,20)",z:1.6449 alpha:0.75,MG:0 Var:9,40.55,,999,0,9
"TM (z:1.6449,a:0.75,(0.1, 20))",z:1.6449 alpha:0.75,MG:0 Var:9,101.375,,999,0,9
"WM (z:1.6449,a:0.75,(0.1, 20))",z:1.6449 alpha:0.75,MG:0 Var:9,115.85714285714286,,999,0,9
"CTM (z:1.6449,a:0.75,(0.1, 20))",z:1.6449 alpha:0.75,MG:0 Var:9,536.0,,999,0,9
"SWM (z:1.6449,a:0.75,25)",z:1.6449 alpha:0.75,MG:0 Var:9,43.4,,999,0,9
"TM (z:1.6449,a:0.75,(0.15, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,11.1125,,999,0,9
"WM (z:1.6449,a:0.75,(0.15, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,10.458823529411765,,999,0,9
"CTM (z:1.6449,a:0.75,(0.15, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,31.555555555555557,,999,0,9
"SWM (z:1.6449,a:0.75,30)",z:1.6449 alpha:0.75,MG:0 Var:9,55.0,,999,0,9
"TM (z:1.6449,a:0.75,(0.15, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,25.939393939393938,,999,0,9
"WM (z:1.6449,a:0.75,(0.15, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,21.974358974358974,,999,0,9
"CTM (z:1.6449,a:0.75,(0.15, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,213.25,,999,0,9
"WM (z:1.6449,a:0.75,(0.15, 20))",z:1.6449 alpha:0.75,MG:0 Var:9,101.375,,999,0,9
"CTM (z:1.6449,a:0.75,(0.15, 20))",z:1.6449 alpha:0.75,MG:0 Var:9,900.0,,999,0,9
"WM (z:1.6449,a:0.75,(0.2, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,9.66304347826087,,999,0,9
"CTM (z:1.6449,a:0.75,(0.2, 10))",z:1.6449 alpha:0.75,MG:0 Var:9,47.27777777777778,,999,0,9
"WM (z:1.6449,a:0.75,(0.2, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,21.94871794871795,,999,0,9
"CTM (z:1.6449,a:0.75,(0.2, 15))",z:1.6449 alpha:0.75,MG:0 Var:9,853.0,,999,0,9
"WM (z:1.6449,a:0.75,(0.2, 20))",z:1.6449 alpha:0.75,MG:0 Var:9,90.11111111111111,,999,0,9
"CTM (z:1.6449,a:0.75,(0.2, 20))",z:1.6449 alpha:0.75,MG:0 Var:9,900.0,,999,0,9
"SWM (z:1.6449,a:1,10)",z:1.6449 alpha:1,MG:0 Var:9,35.458333333333336,,999,0,9
"TM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:0 Var:9,53.1875,,999,0,9
"WM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:0 Var:9,47.27777777777778,,999,0,9
"CTM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:0 Var:9,283.3333333333333,,999,0,9
"SWM (z:1.6449,a:1,15)",z:1.6449 alpha:1,MG:0 Var:9,198.33333333333334,,999,0,9
"TM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"WM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"CTM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"SWM (z:1.6449,a:1,20)",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"TM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"WM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"CTM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"SWM (z:1.6449,a:1,25)",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"TM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:0 Var:9,53.1875,,999,0,9
"WM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:0 Var:9,47.27777777777778,,999,0,9
"CTM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:0 Var:9,850.0,,999,0,9
"SWM (z:1.6449,a:1,30)",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"TM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"WM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"CTM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"WM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"CTM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"WM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:0 Var:9,38.68181818181818,,999,0,9
"CTM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
"WM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:0 Var:9,900.0,,999,0,9
