Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"CTM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2,15)",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2,20)",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2,25)",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2,30)",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2.5,10)",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2.5,15)",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2.5,20)",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2.5,25)",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:2.5,30)",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:3,10)",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:3,15)",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:3,20)",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:3,25)",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"SWM (z:2.5759,a:3,30)",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"TM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.15, 20))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.15, 20))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.2, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.2, 10))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"WM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"CTM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:0 Var:9,900.0,,111,0,9
"SWM (z:1.6449,a:1,10)",z:1.6449 alpha:1,MG:1 Var:1,31.153846153846153,4.0,111,1,1
"TM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:1 Var:1,81.0,5.0,111,1,1
"WM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:1 Var:1,81.0,5.0,111,1,1
"CTM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:1 Var:1,500.0,6.0,111,1,1
"SWM (z:1.6449,a:1,15)",z:1.6449 alpha:1,MG:1 Var:1,74.4,4.0,111,1,1
"TM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"WM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"CTM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,10.0,111,1,1
"SWM (z:1.6449,a:1,20)",z:1.6449 alpha:1,MG:1 Var:1,500.0,6.0,111,1,1
"TM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:1 Var:1,500.0,13.0,111,1,1
"WM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:1 Var:1,500.0,13.0,111,1,1
"CTM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:1 Var:1,500.0,14.0,111,1,1
"SWM (z:1.6449,a:1,25)",z:1.6449 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"TM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:1 Var:1,81.0,5.0,111,1,1
"WM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:1 Var:1,81.0,5.0,111,1,1
"CTM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:1 Var:1,500.0,6.0,111,1,1
"SWM (z:1.6449,a:1,30)",z:1.6449 alpha:1,MG:1 Var:1,500.0,12.0,111,1,1
"TM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"WM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"CTM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,10.0,111,1,1
"WM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:1 Var:1,500.0,13.0,111,1,1
"CTM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:1 Var:1,500.0,14.0,111,1,1
"WM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:1 Var:1,50.75,5.0,111,1,1
"CTM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:1 Var:1,500.0,6.0,111,1,1
"WM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"CTM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:1 Var:1,500.0,10.0,111,1,1
"WM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:1 Var:1,500.0,13.0,111,1,1
"CTM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:1 Var:1,500.0,14.0,111,1,1
"SWM (z:1.6449,a:1.5,10)",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,6.0,111,1,1
"TM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,7.0,111,1,1
"WM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,7.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,88.0,111,1,1
"SWM (z:1.6449,a:1.5,15)",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,8.0,111,1,1
"TM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,13.0,111,1,1
"WM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,14.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,233.0,111,1,1
"SWM (z:1.6449,a:1.5,20)",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,14.0,111,1,1
"TM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,41.0,111,1,1
"WM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,41.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,285.0,111,1,1
"SWM (z:1.6449,a:1.5,25)",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,22.0,111,1,1
"TM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,7.0,111,1,1
"WM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,7.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,88.0,111,1,1
"SWM (z:1.6449,a:1.5,30)",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,26.0,111,1,1
"TM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,13.0,111,1,1
"WM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,13.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,236.0,111,1,1
"WM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,41.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,7.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,231.0,111,1,1
"WM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,13.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,41.0,111,1,1
"CTM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2,10)",z:1.6449 alpha:2,MG:1 Var:1,500.0,87.0,111,1,1
"TM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,231.0,111,1,1
"WM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,231.0,111,1,1
"CTM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2,15)",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2,20)",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2,25)",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,231.0,111,1,1
"WM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,231.0,111,1,1
"CTM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2,30)",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,230.0,111,1,1
"CTM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2.5,10)",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2.5,15)",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2.5,20)",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2.5,25)",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:2.5,30)",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:3,10)",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:3,15)",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:3,20)",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:3,25)",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.6449,a:3,30)",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"TM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.15, 20))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.15, 20))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.2, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.2, 10))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.2, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.2, 15))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"WM (z:1.6449,a:3,(0.2, 20))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"CTM (z:1.6449,a:3,(0.2, 20))",z:1.6449 alpha:3,MG:1 Var:1,500.0,400.0,111,1,1
"SWM (z:1.96,a:1,10)",z:1.96 alpha:1,MG:1 Var:1,29.0,4.0,111,1,1
"TM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:1 Var:1,57.857142857142854,5.0,111,1,1
"WM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:1 Var:1,81.0,5.0,111,1,1
"CTM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:1 Var:1,500.0,5.0,111,1,1
"SWM (z:1.96,a:1,15)",z:1.96 alpha:1,MG:1 Var:1,74.4,4.0,111,1,1
"TM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"WM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
"CTM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:1 Var:1,500.0,8.0,111,1,1
