Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"WM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:-1 Var:4,500.0,400.0,666,1,4
"CTM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:-1 Var:4,500.0,400.0,666,1,4
"WM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:-1 Var:4,500.0,400.0,666,1,4
"CTM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:-1 Var:4,500.0,400.0,666,1,4
"SWM (z:1.6449,a:1,10)",z:1.6449 alpha:1,MG:1 Var:9,25.166666666666668,35.0,666,1,9
"TM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:1 Var:9,29.846153846153847,66.0,666,1,9
"WM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:1 Var:9,32.333333333333336,66.0,666,1,9
"CTM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:1 Var:9,193.0,119.0,666,1,9
"SWM (z:1.6449,a:1,15)",z:1.6449 alpha:1,MG:1 Var:9,65.28571428571429,39.0,666,1,9
"TM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:1 Var:9,129.33333333333334,119.0,666,1,9
"WM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:1 Var:9,80.5,119.0,666,1,9
"CTM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:1 Var:9,500.0,123.0,666,1,9
"SWM (z:1.6449,a:1,20)",z:1.6449 alpha:1,MG:1 Var:9,500.0,66.0,666,1,9
"TM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:1 Var:9,500.0,121.0,666,1,9
"WM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:1 Var:9,500.0,119.0,666,1,9
"CTM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:1.6449,a:1,25)",z:1.6449 alpha:1,MG:1 Var:9,500.0,102.0,666,1,9
"TM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:1 Var:9,29.846153846153847,66.0,666,1,9
"WM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:1 Var:9,32.333333333333336,66.0,666,1,9
"CTM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:1 Var:9,193.0,120.0,666,1,9
"SWM (z:1.6449,a:1,30)",z:1.6449 alpha:1,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:1 Var:9,194.0,120.0,666,1,9
"WM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:1 Var:9,40.25,119.0,666,1,9
"CTM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:1 Var:9,500.0,123.0,666,1,9
"WM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:1 Var:9,500.0,119.0,666,1,9
"CTM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:1 Var:9,29.846153846153847,66.0,666,1,9
"CTM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:1 Var:9,156.0,120.0,666,1,9
"WM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:1 Var:9,161.0,119.0,666,1,9
"CTM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:1 Var:9,500.0,124.0,666,1,9
"WM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:1 Var:9,500.0,119.0,666,1,9
"CTM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:1.5,10)",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"TM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,123.0,666,1,9
"WM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,123.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:1.6449,a:1.5,15)",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:1.5,20)",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:1.5,25)",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,123.0,666,1,9
"WM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,123.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:1.5,30)",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,122.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2,10)",z:1.6449 alpha:2,MG:1 Var:9,500.0,124.0,666,1,9
"TM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2,15)",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2,20)",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2,25)",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2,30)",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2.5,10)",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2.5,15)",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2.5,20)",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2.5,25)",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:2.5,30)",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:3,10)",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.1, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:3,15)",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.1, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:3,20)",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.1, 20))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:3,25)",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.15, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:3,30)",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.15, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.15, 20))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.15, 20))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.2, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.2, 10))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.2, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.2, 15))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:3,(0.2, 20))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.6449,a:3,(0.2, 20))",z:1.6449 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:1,10)",z:1.96 alpha:1,MG:1 Var:9,25.166666666666668,35.0,666,1,9
"TM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:1 Var:9,26.58823529411765,53.0,666,1,9
"WM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:1 Var:9,26.58823529411765,66.0,666,1,9
"CTM (z:1.96,a:1,(0.1, 10))",z:1.96 alpha:1,MG:1 Var:9,193.0,119.0,666,1,9
"SWM (z:1.96,a:1,15)",z:1.96 alpha:1,MG:1 Var:9,35.15384615384615,39.0,666,1,9
"TM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:1 Var:9,129.33333333333334,119.0,666,1,9
"WM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:1 Var:9,129.33333333333334,71.0,666,1,9
"CTM (z:1.96,a:1,(0.1, 15))",z:1.96 alpha:1,MG:1 Var:9,500.0,122.0,666,1,9
"SWM (z:1.96,a:1,20)",z:1.96 alpha:1,MG:1 Var:9,500.0,66.0,666,1,9
"TM (z:1.96,a:1,(0.1, 20))",z:1.96 alpha:1,MG:1 Var:9,500.0,120.0,666,1,9
"WM (z:1.96,a:1,(0.1, 20))",z:1.96 alpha:1,MG:1 Var:9,500.0,119.0,666,1,9
"CTM (z:1.96,a:1,(0.1, 20))",z:1.96 alpha:1,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:1.96,a:1,25)",z:1.96 alpha:1,MG:1 Var:9,500.0,102.0,666,1,9
"TM (z:1.96,a:1,(0.15, 10))",z:1.96 alpha:1,MG:1 Var:9,26.58823529411765,53.0,666,1,9
"WM (z:1.96,a:1,(0.15, 10))",z:1.96 alpha:1,MG:1 Var:9,26.58823529411765,66.0,666,1,9
"CTM (z:1.96,a:1,(0.15, 10))",z:1.96 alpha:1,MG:1 Var:9,193.0,119.0,666,1,9
"SWM (z:1.96,a:1,30)",z:1.96 alpha:1,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:1,(0.15, 15))",z:1.96 alpha:1,MG:1 Var:9,129.33333333333334,119.0,666,1,9
"WM (z:1.96,a:1,(0.15, 15))",z:1.96 alpha:1,MG:1 Var:9,55.42857142857143,119.0,666,1,9
"CTM (z:1.96,a:1,(0.15, 15))",z:1.96 alpha:1,MG:1 Var:9,500.0,123.0,666,1,9
"WM (z:1.96,a:1,(0.15, 20))",z:1.96 alpha:1,MG:1 Var:9,500.0,119.0,666,1,9
"CTM (z:1.96,a:1,(0.15, 20))",z:1.96 alpha:1,MG:1 Var:9,500.0,124.0,666,1,9
"WM (z:1.96,a:1,(0.2, 10))",z:1.96 alpha:1,MG:1 Var:9,27.785714285714285,53.0,666,1,9
"CTM (z:1.96,a:1,(0.2, 10))",z:1.96 alpha:1,MG:1 Var:9,193.0,120.0,666,1,9
"WM (z:1.96,a:1,(0.2, 15))",z:1.96 alpha:1,MG:1 Var:9,194.0,119.0,666,1,9
"CTM (z:1.96,a:1,(0.2, 15))",z:1.96 alpha:1,MG:1 Var:9,500.0,123.0,666,1,9
"WM (z:1.96,a:1,(0.2, 20))",z:1.96 alpha:1,MG:1 Var:9,500.0,119.0,666,1,9
"CTM (z:1.96,a:1,(0.2, 20))",z:1.96 alpha:1,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:1.5,10)",z:1.96 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"TM (z:1.96,a:1.5,(0.1, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"WM (z:1.96,a:1.5,(0.1, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,123.0,666,1,9
"CTM (z:1.96,a:1.5,(0.1, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:1.96,a:1.5,15)",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:1.5,(0.1, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:1.5,(0.1, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:1.5,(0.1, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:1.5,20)",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:1.5,(0.1, 20))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:1.5,(0.1, 20))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:1.5,(0.1, 20))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:1.5,25)",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:1.5,(0.15, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"WM (z:1.96,a:1.5,(0.15, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,123.0,666,1,9
"CTM (z:1.96,a:1.5,(0.15, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:1.96,a:1.5,30)",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:1.5,(0.15, 20))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:1.5,(0.15, 20))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:1.5,(0.2, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"CTM (z:1.96,a:1.5,(0.2, 10))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:1.5,(0.2, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:1.5,(0.2, 15))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:1.5,(0.2, 20))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:1.5,(0.2, 20))",z:1.96 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2,10)",z:1.96 alpha:2,MG:1 Var:9,500.0,124.0,666,1,9
"TM (z:1.96,a:2,(0.1, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.1, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.1, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2,15)",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2,(0.1, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.1, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.1, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2,20)",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2,(0.1, 20))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.1, 20))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.1, 20))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2,25)",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2,(0.15, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.15, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.15, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2,30)",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2,(0.15, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.15, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.15, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.15, 20))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.15, 20))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.2, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.2, 10))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2,(0.2, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.2, 15))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
